movie_id,title,tmdb_id,tmdb_title,overview,release_date,vote_average,vote_count,poster_url,cast
135,2001: A Space Odyssey (1968),62.0,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",1968-04-02,8.049,12660,https://image.tmdb.org/t/p/w500/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg,"Keir Dullea, Gary Lockwood, William Sylvester"
136,Mr. Smith Goes to Washington (1939),3083.0,Mr. Smith Goes to Washington,"After the death of a United States Senator, the idealistic Jefferson Smith is appointed as his replacement in Washington. The naive and earnest new senator soon finds himself battling political corruption.",1939-10-19,7.82,1203,https://image.tmdb.org/t/p/w500/nDjg1fbNyq15excNDl3acd2IqAk.jpg,"James Stewart, Jean Arthur, Claude Rains"
137,Big Night (1996),18203.0,Big Night,"Primo and Secondo, two immigrant brothers, pin their hopes on a banquet honoring Louis Prima to save their struggling restaurant.",1996-09-20,6.976,276,https://image.tmdb.org/t/p/w500/8AJGSDyrj3Dz2B57n1ZB4qNPbmJ.jpg,"Minnie Driver, Ian Holm, Isabella Rossellini"
138,D3: The Mighty Ducks (1996),10680.0,D3: The Mighty Ducks,The Ducks are offered scholarships at Eden Hall Academy but struggle with their new coach's methods and come under pressure from the board to retain their scholarships before their big game against the Varsity team.,1996-10-04,6.0,493,https://image.tmdb.org/t/p/w500/wltMr1loUKSCaEV4EDgh21eCRI3.jpg,"Emilio Estevez, Jeffrey Nordling, David Selby"
139,"Love Bug, The (1969)",14136.0,The Love Bug,"Down-on-his-luck race car driver Jim Douglas teams up with a little VW Bug that has a mind of its own, not realizing Herbie's worth until a sneaky rival plots to steal him.",1968-12-23,6.6,647,https://image.tmdb.org/t/p/w500/9Lc1efdYZUZia2zsRWcUkiD1KdN.jpg,"Dean Jones, Michele Lee, David Tomlinson"
140,Homeward Bound: The Incredible Journey (1993),6878.0,Homeward Bound: The Incredible Journey,"Before the Seavers leave for a family vacation to San Francisco, they drop off their pets -- Chance, an adventurous American bulldog; Shadow, a wise golden retriever; and Sassy, a cautious cat -- at a friend's ranch. But when the animals start to worry that they've been left for good, the three emba",1993-02-03,7.0,1123,https://image.tmdb.org/t/p/w500/el6dJEpK97OJRQiQhuiSGk2jkV5.jpg,"Michael J. Fox, Sally Field, Don Ameche"
141,"20,000 Leagues Under the Sea (1954)",173.0,"20,000 Leagues Under the Sea","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",1954-12-23,7.1,987,https://image.tmdb.org/t/p/w500/heAEH85fdxEgV98LizHbQCL95iZ.jpg,"Kirk Douglas, James Mason, Paul Lukas"
142,Bedknobs and Broomsticks (1971),12335.0,Bedknobs and Broomsticks,Three children evacuated from London during World War II are forced to stay with an eccentric spinster. The children's initial fears disappear when they find out she is in fact a trainee witch.,1971-10-07,7.045,1030,https://image.tmdb.org/t/p/w500/1BBzsThIZ06UmjZ3rChYGZhJtFQ.jpg,"Angela Lansbury, David Tomlinson, Roddy McDowall"
143,"Sound of Music, The (1965)",15121.0,The Sound of Music,"In the years before World War II, a tomboyish postulant at an Austrian abbey is hired as a governess in the home of a widowed naval captain with seven children and brings a new love of life and music into the home.",1965-03-29,7.7,3646,https://image.tmdb.org/t/p/w500/c6CrUZypAsBCaRWX0M3RVRDbhNS.jpg,"Julie Andrews, Christopher Plummer, Eleanor Parker"
144,Die Hard (1988),562.0,Die Hard,"High above the city of L.A. a team of terrorists has seized a building, taken hostages, and declared war. One man has manages to escape... An off-duty cop hiding somewhere inside. He's alone, tired... and the only chance anyone has got.",1988-07-15,7.813,12356,https://image.tmdb.org/t/p/w500/7Bjd8kfmDSOzpmhySpEhkUyK2oH.jpg,"Bruce Willis, Alan Rickman, Alexander Godunov"
145,"Lawnmower Man, The (1992)",10163.0,The Lawnmower Man,A simple man is turned into a genius through the application of computer science.,1992-03-05,5.636,851,https://image.tmdb.org/t/p/w500/1VLqWcel87oYVmN383FgSH0mCTY.jpg,"Jeff Fahey, Pierce Brosnan, Jenny Wright"
146,Unhook the Stars (1996),48862.0,Unhook the Stars,"Widowed mother Mildred must suddenly redefine herself and find an outlet for her nurturing side when her adult daughter moves out of the family home. Though Mildred thinks she's found her purpose when her neighbor, overworked single mother Monica, asks her to look after her little boy, she has great",1996-09-04,5.953,43,https://image.tmdb.org/t/p/w500/xDa7qRS8iOY5XDvt0DRpwlAJO6H.jpg,"Gena Rowlands, Marisa Tomei, Gérard Depardieu"
147,"Long Kiss Goodnight, The (1996)",11412.0,The Long Kiss Goodnight,"Samantha Caine is a small-town schoolteacher and mom with no memory of her life before washing up on a beach eight years ago. After a car accident and a violent home invasion trigger flashes of her past, she discovers she used to be a deadly CIA assassin. Teaming up with a wisecracking private inves",1996-10-11,6.589,1355,https://image.tmdb.org/t/p/w500/yREdXX5lMFUKhTvb0ofI7mzUHlR.jpg,"Geena Davis, Samuel L. Jackson, Yvonne Zima"
148,"Ghost and the Darkness, The (1996)",10586.0,The Ghost and the Darkness,"Sir Robert Beaumont is behind schedule on a railroad in Africa. Enlisting noted engineer John Henry Patterson to right the ship, Beaumont expects results. Everything seems great until the crew discovers the mutilated corpse of the project's foreman, seemingly killed by a lion. After several more att",1996-10-11,6.826,1151,https://image.tmdb.org/t/p/w500/3KEPs6RKlin9pT9fqjtW7MSLC8H.jpg,"Michael Douglas, Val Kilmer, Tom Wilkinson"
149,Jude (1996),25147.0,Jude,"In late 19th-century England, Jude aspires to be an academic, but is hobbled by his blue-collar background. Instead, he works as a stonemason and is trapped in an unloving marriage to a farmer's daughter named Arabella. But when his wife leaves him, Jude sees an opportunity to improve himself. He mo",1996-02-06,6.308,146,https://image.tmdb.org/t/p/w500/pK7hcjrvgRisQC7i1XwiA1B97sJ.jpg,"Kate Winslet, Christopher Eccleston, Liam Cunningham"
150,Swingers (1996),10218.0,Swingers,"After 6 years together, Mike's girlfriend leaves him, so he travels to LA to be a star. Six months on, he's still not doing very well— so a few of his friends try to reconnect him to the social scene and hopefully help him forget his failed relationship.",1996-10-18,6.849,816,https://image.tmdb.org/t/p/w500/rRjWk68kU3a2so4lgr3TKB7Y5vA.jpg,"Jon Favreau, Vince Vaughn, Ron Livingston"
151,Willy Wonka and the Chocolate Factory (1971),252.0,Willy Wonka & the Chocolate Factory,"When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner.",1971-06-29,7.5,3973,https://image.tmdb.org/t/p/w500/vmpsZkrs4Uvkp9r1atL8B3frA63.jpg,"Gene Wilder, Peter Ostrum, Jack Albertson"
152,Sleeper (1973),11561.0,Sleeper,"Miles Monroe, a clarinet-playing health food store proprietor, is revived out of cryostasis 200 years into a future world in order to help rebels fight an oppressive government regime.",1973-12-17,6.864,848,https://image.tmdb.org/t/p/w500/YTYSziZZP5aXt5CDvdEMwKDzme.jpg,"Woody Allen, Diane Keaton, John Beck"
153,"Fish Called Wanda, A (1988)",623.0,A Fish Called Wanda,"While a diamond advocate attempts to steal a collection of diamonds, troubles arise when he realises he’s not the only one after the collection.",1988-07-15,7.21,2444,https://image.tmdb.org/t/p/w500/hkSGFNVfEEUXFCxRZDITFHVhUlu.jpg,"Jamie Lee Curtis, John Cleese, Kevin Kline"
154,Monty Python's Life of Brian (1979),583.0,Life of Brian,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a s",1979-08-17,7.8,4952,https://image.tmdb.org/t/p/w500/lSSA64WF0M0BXnjwr2quMh6shCl.jpg,"Graham Chapman, John Cleese, Terry Gilliam"
155,Dirty Dancing (1987),88.0,Dirty Dancing,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer—and unexpectedly falling in love.",1987-08-21,7.325,6535,https://image.tmdb.org/t/p/w500/9Jw6jys7q9gjzVX5zm1z0gC8gY9.jpg,"Jennifer Grey, Patrick Swayze, Cynthia Rhodes"
156,Reservoir Dogs (1992),500.0,Reservoir Dogs,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",1992-09-02,8.114,15526,https://image.tmdb.org/t/p/w500/xi8Iu6qyTfyZVDVy60raIOYJJmk.jpg,"Harvey Keitel, Tim Roth, Michael Madsen"
157,Platoon (1986),792.0,Platoon,"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.",1986-12-19,7.751,5134,https://image.tmdb.org/t/p/w500/m3mmFkPQKvPZq5exmh0bDuXlD9T.jpg,"Charlie Sheen, Willem Dafoe, Tom Berenger"
158,Weekend at Bernie's (1989),8491.0,Weekend at Bernie's,"Two young insurance corporation employees try to pretend that their murdered employer is alive by puppeteering his dead body, leading a hitman to attempt to track him down to finish him off.",1989-07-05,6.418,1137,https://image.tmdb.org/t/p/w500/4RtjBkBSqHG46uieHgTtM7oKlpo.jpg,"Andrew McCarthy, Jonathan Silverman, Catherine Mary Stewart"
159,Basic Instinct (1992),402.0,Basic Instinct,"Catherine, a novelist with an insatiable sexual appetite, becomes a prime suspect when her boyfriend is brutally murdered -- a crime she had described in her latest story.",1992-03-20,6.949,4402,https://image.tmdb.org/t/p/w500/76Ts0yoHk8kVQj9MMnoMixhRWoh.jpg,"Michael Douglas, Sharon Stone, George Dzundza"
160,Glengarry Glen Ross (1992),9504.0,Glengarry Glen Ross,"Times are tough at Premiere Properties. Shelley ""the machine"" Levene and Dave Moss are veteran salesmen, but only Ricky Roma is on a hot streak. The new Glengarry sales leads could turn everything around, but the front office is holding them back until these ""losers"" prove themselves. Then someone d",1992-09-10,7.327,1619,https://image.tmdb.org/t/p/w500/zcaEDx8KlVfh4vKfMNLhiSi5Oz4.jpg,"Al Pacino, Jack Lemmon, Alec Baldwin"
161,Top Gun (1986),744.0,Top Gun,"For Lieutenant Pete 'Maverick' Mitchell and his friend and co-pilot Nick 'Goose' Bradshaw, being accepted into an elite training school for fighter pilots is a dream come true. But a tragedy, as well as personal demons, will threaten Pete's dreams of becoming an ace pilot.",1986-05-16,7.1,9633,https://image.tmdb.org/t/p/w500/xUuHj3CgmZQ9P2cMaqQs4J0d4Zc.jpg,"Tom Cruise, Kelly McGillis, Val Kilmer"
162,On Golden Pond (1981),11816.0,On Golden Pond,"For Norman and Ethel Thayer, this summer on golden pond is filled with conflict and resolution. When their daughter Chelsea arrives, the family is forced to renew the bonds of love and overcome the generational friction that has existed for years.",1981-12-04,7.267,515,https://image.tmdb.org/t/p/w500/ic4f03J6pnf9cpQmVDABFhUpbCU.jpg,"Katharine Hepburn, Henry Fonda, Jane Fonda"
163,"Return of the Pink Panther, The (1974)",,,,,0.0,0,,
164,"Abyss, The (1989)",2756.0,The Abyss,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy ",1989-08-09,7.353,3462,https://image.tmdb.org/t/p/w500/2dCit3XAtv9KWCJvRKdPkJ0FAkH.jpg,"Ed Harris, Mary Elizabeth Mastrantonio, Michael Biehn"
165,Jean de Florette (1986),4480.0,Jean de Florette,"In a rural French village, an old man and his only remaining relative cast their covetous eyes on an adjoining vacant property. They need its spring water for growing their flowers, and are dismayed to hear that the man who has inherited it is moving in. They block up the spring and watch as their n",1986-08-27,7.682,612,https://image.tmdb.org/t/p/w500/atjyDRdOnOi2S28X3mNtJ7CQmFj.jpg,"Yves Montand, Gérard Depardieu, Daniel Auteuil"
166,Manon of the Spring (Manon des sources) (1986),4481.0,Manon of the Spring,"In this, the sequel to Jean de Florette, Manon has grown into a beautiful young shepherdess living in the idyllic Provencal countryside. She plots vengeance on the men who greedily conspired to acquire her father's land years earlier.",1986-11-19,7.58,564,https://image.tmdb.org/t/p/w500/1qpu6Zc1PSDL3UbDNIZJ6YuhJDW.jpg,"Yves Montand, Daniel Auteuil, Emmanuelle Béart"
167,Private Benjamin (1980),10765.0,Private Benjamin,A sheltered young high society woman joins the US Army on a whim and finds herself in a more difficult situation than she ever expected.,1980-10-06,5.956,418,https://image.tmdb.org/t/p/w500/maIiPNXddZXKHQCi0HyULd5kces.jpg,"Goldie Hawn, Eileen Brennan, Armand Assante"
168,Monty Python and the Holy Grail (1974),,,,,0.0,0,,
169,"Wrong Trousers, The (1993)",531.0,The Wrong Trousers,"Wallace rents out Gromit's former bedroom to a penguin, who takes up an interest in the techno trousers created by Wallace. However, Gromit later learns that the penguin is a wanted criminal.",1993-12-17,7.826,1173,https://image.tmdb.org/t/p/w500/mV8SDTjkxrDxu0a0egvFz1lRPU7.jpg,Peter Sallis
170,Cinema Paradiso (1988),11216.0,Cinema Paradiso,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",1988-11-17,8.4,4862,https://image.tmdb.org/t/p/w500/gCI2AeMV4IHSewhJkzsur5MEp6R.jpg,"Philippe Noiret, Jacques Perrin, Marco Leonardi"
171,Delicatessen (1991),892.0,Delicatessen,"In a post-apocalyptic world, the residents of an apartment above the butcher shop receive an occasional delicacy of meat, something that is in low supply. A young man new in town falls in love with the butcher's daughter, which causes conflicts in her family, who need the young man for other busines",1991-04-17,7.314,1639,https://image.tmdb.org/t/p/w500/gNtOgQHxE5B8e08zuNRAdDpmK5Z.jpg,"Dominique Pinon, Marie-Laure Dougnac, Jean-Claude Dreyfus"
172,"Empire Strikes Back, The (1980)",1891.0,The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 ar",1980-05-20,8.391,18496,https://image.tmdb.org/t/p/w500/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg,"Mark Hamill, Harrison Ford, Carrie Fisher"
173,"Princess Bride, The (1987)",2493.0,The Princess Bride,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",1987-09-25,7.699,5143,https://image.tmdb.org/t/p/w500/2FC9L9MrjBoGHYjYZjdWQdopVYb.jpg,"Cary Elwes, Robin Wright, Mandy Patinkin"
174,Raiders of the Lost Ark (1981),85.0,Raiders of the Lost Ark,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",1981-06-12,7.925,13704,https://image.tmdb.org/t/p/w500/ceG9VzoRAVGwivFU403Wc3AHRys.jpg,"Harrison Ford, Karen Allen, Paul Freeman"
175,Brazil (1985),68.0,Brazil,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he mee",1985-02-20,7.66,3724,https://image.tmdb.org/t/p/w500/aewan59WcFThBimkTVVoNf2o5Vb.jpg,"Jonathan Pryce, Robert De Niro, Katherine Helmond"
176,Aliens (1986),679.0,Aliens,"Ripley, the sole survivor of the Nostromo's deadly encounter with the monstrous Alien, returns to Earth after drifting through space in hypersleep for 57 years. Although her story is initially met with skepticism, she agrees to accompany a team of Colonial Marines back to LV-426.",1986-07-18,7.964,10916,https://image.tmdb.org/t/p/w500/r1x5JGpyqZU8PYhbs4UcrO1Xb6x.jpg,"Sigourney Weaver, Carrie Henn, Michael Biehn"
177,"Good, The Bad and The Ugly, The (1966)",429.0,"The Good, the Bad and the Ugly","While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",1966-12-23,8.467,9716,https://image.tmdb.org/t/p/w500/bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg,"Clint Eastwood, Eli Wallach, Lee Van Cleef"
178,12 Angry Men (1957),389.0,12 Angry Men,The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the tri,1957-04-10,8.563,10076,https://image.tmdb.org/t/p/w500/zhG3vKWyDRaZYoaww1UVAi29T9h.jpg,"Martin Balsam, John Fiedler, Lee J. Cobb"
179,"Clockwork Orange, A (1971)",185.0,A Clockwork Orange,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an ",1971-10-28,8.176,13879,https://image.tmdb.org/t/p/w500/4sHeTAp65WrSSuc05nRBKddhBxO.jpg,"Malcolm McDowell, Patrick Magee, Carl Duering"
180,Apocalypse Now (1979),28.0,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerril",1979-05-19,8.268,9148,https://image.tmdb.org/t/p/w500/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg,"Martin Sheen, Marlon Brando, Frederic Forrest"
181,Return of the Jedi (1983),1892.0,Return of the Jedi,"Luke Skywalker leads a mission to rescue his friend Han Solo from the clutches of Jabba the Hutt, the Emperor prepares to crush the Rebellion with a more powerful Death Star, and the Rebel fleet mounts a massive attack on the space station. Luke Skywalker confronts Darth Vader in a final climactic d",1983-05-25,7.908,17003,https://image.tmdb.org/t/p/w500/jQYlydvHm3kUix1f8prMucrplhm.jpg,"Mark Hamill, Harrison Ford, Carrie Fisher"
182,GoodFellas (1990),769.0,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",1990-09-12,8.5,14453,https://image.tmdb.org/t/p/w500/9OkCLM73MIU2CrKZbqiT8Ln1wY2.jpg,"Robert De Niro, Ray Liotta, Joe Pesci"
183,Alien (1979),348.0,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of ",1979-05-25,8.171,16470,https://image.tmdb.org/t/p/w500/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg,"Tom Skerritt, Sigourney Weaver, Veronica Cartwright"
184,Army of Darkness (1993),766.0,Army of Darkness,"Ash, a handsome, shotgun-toting, chainsaw-armed department store clerk, is time warped backwards into England's Dark Ages, where he romances a beauty and faces legions of the undead.",1992-10-31,7.258,3536,https://image.tmdb.org/t/p/w500/xsgTuAtR2zSH8Umg3jWZcZjlDpe.jpg,"Bruce Campbell, Embeth Davidtz, Marcus Gilbert"
185,Psycho (1960),539.0,Psycho,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",1960-06-22,8.4,11042,https://image.tmdb.org/t/p/w500/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg,"Anthony Perkins, Janet Leigh, Vera Miles"
186,"Blues Brothers, The (1980)",525.0,The Blues Brothers,"Jake Blues, just released from prison, puts his old band back together to save the Catholic home where he and his brother Elwood were raised.",1980-06-16,7.716,4578,https://image.tmdb.org/t/p/w500/rhYJKOt6UrQq7JQgLyQcSWW5R86.jpg,"John Belushi, Dan Aykroyd, James Brown"
187,"Godfather: Part II, The (1974)",240.0,The Godfather Part II,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",1974-12-20,8.6,14004,https://image.tmdb.org/t/p/w500/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg,"Al Pacino, Robert Duvall, Diane Keaton"
188,Full Metal Jacket (1987),600.0,Full Metal Jacket,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,1987-06-26,8.116,11517,https://image.tmdb.org/t/p/w500/kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg,"Matthew Modine, Adam Baldwin, Vincent D'Onofrio"
189,"Grand Day Out, A (1992)",,,,,0.0,0,,
190,Henry V (1989),10705.0,Henry V,"In 1415, in the midst of the Hundred Years' War, the young King Henry V of England embarks on the conquest of France.",1989-10-05,7.103,413,https://image.tmdb.org/t/p/w500/w9R2HsYNnfF3m9uEo2UAmPNJr8a.jpg,"Kenneth Branagh, Derek Jacobi, Brian Blessed"
191,Amadeus (1984),279.0,Amadeus,Disciplined Italian composer Antonio Salieri becomes consumed by jealousy and resentment towards the hedonistic and remarkably talented young Salzburger composer Wolfgang Amadeus Mozart.,1984-09-19,8.0,4783,https://image.tmdb.org/t/p/w500/gQRfiyfGvr1az0quaYyMram3Aqt.jpg,"F. Murray Abraham, Tom Hulce, Elizabeth Berridge"
192,Raging Bull (1980),1578.0,Raging Bull,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",1980-11-14,7.9,4792,https://image.tmdb.org/t/p/w500/1WV7WlTS8LI1L5NkCgjWT9GSW3O.jpg,"Robert De Niro, Cathy Moriarty, Joe Pesci"
193,"Right Stuff, The (1983)",9549.0,The Right Stuff,"At the dawn of the Space Race, seven test pilots set out to become the first American astronauts to enter space. However, the road to making history brings momentous challenges.",1983-10-20,7.417,973,https://image.tmdb.org/t/p/w500/btqTjNRxecYgQ1FGfVlLqSSNjz.jpg,"Sam Shepard, Scott Glenn, Ed Harris"
194,"Sting, The (1973)",9277.0,The Sting,A novice con man teams up with an acknowledged master to avenge the murder of a mutual friend by pulling off the ultimate big con and swindling a fortune from a big-time mobster.,1973-12-25,8.013,3001,https://image.tmdb.org/t/p/w500/ckmYng37zey8INYf6d10cVgIG93.jpg,"Paul Newman, Robert Redford, Robert Shaw"
195,"Terminator, The (1984)",218.0,The Terminator,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a l",1984-10-26,7.684,14704,https://image.tmdb.org/t/p/w500/qvktm0BHcnmDpul4Hz01GIazWPr.jpg,"Arnold Schwarzenegger, Michael Biehn, Linda Hamilton"
196,Dead Poets Society (1989),207.0,Dead Poets Society,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",1989-06-02,8.299,12671,https://image.tmdb.org/t/p/w500/erzbMlcNHOdx24AXOcn2ZKA7R1q.jpg,"Robin Williams, Robert Sean Leonard, Ethan Hawke"
197,"Graduate, The (1967)",37247.0,The Graduate,A disillusioned college graduate finds himself torn between his older lover and her daughter.,1967-12-21,7.6,3700,https://image.tmdb.org/t/p/w500/8XaDpF0COV1MLsDirJMnxmYc1Wp.jpg,"Dustin Hoffman, Anne Bancroft, Katharine Ross"
198,Nikita (La Femme Nikita) (1990),9322.0,Nikita,"A beautiful felon, sentenced to life in prison for the murder of a policeman, is given a second chance – as a secret political assassin controlled by the government.",1990-02-21,7.111,2164,https://image.tmdb.org/t/p/w500/1ulQDewUG4KKHOhpXdGKm3GdLFq.jpg,"Anne Parillaud, Jean-Hugues Anglade, Tchéky Karyo"
199,"Bridge on the River Kwai, The (1957)",826.0,The Bridge on the River Kwai,"The classic story of English POWs in Burma forced to build a bridge to aid the war effort of their Japanese captors. British and American intelligence officers conspire to blow up the structure, but Col. Nicholson, the commander who supervised the bridge's construction, has acquired a sense of pride",1957-10-11,7.821,2388,https://image.tmdb.org/t/p/w500/7paXMt2e3Tr5dLmEZOGgFEn2Vo7.jpg,"William Holden, Alec Guinness, Jack Hawkins"
200,"Shining, The (1980)",694.0,The Shining,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",1980-05-23,8.203,19012,https://image.tmdb.org/t/p/w500/uAR0AWqhQL1hQa69UDEbb2rE5Wx.jpg,"Jack Nicholson, Shelley Duvall, Danny Lloyd"
201,Evil Dead II (1987),765.0,Evil Dead II,"Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from ""The Book of the Dead."" As they play the recording an evil power is unleashed taking over Linda's body.",1987-03-13,7.5,3508,https://image.tmdb.org/t/p/w500/4zqCKJVHUolGs6C5AZwAZqLWixW.jpg,"Bruce Campbell, Sarah Berry, Dan Hicks"
202,Groundhog Day (1993),137.0,Groundhog Day,"A cynical TV weatherman, along with his idealistic producer and his sardonic cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",1993-02-11,7.632,8944,https://image.tmdb.org/t/p/w500/gCgt1WARPZaXnq523ySQEUKinCs.jpg,"Bill Murray, Andie MacDowell, Chris Elliott"
203,Unforgiven (1992),33.0,Unforgiven,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff",1992-08-07,7.912,4982,https://image.tmdb.org/t/p/w500/54roTwbX9fltg85zjsmrooXAs12.jpg,"Clint Eastwood, Gene Hackman, Morgan Freeman"
204,Back to the Future (1985),105.0,Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend ",1985-07-03,8.3,21919,https://image.tmdb.org/t/p/w500/vN5B5WgYscRGcQpVhHl6p9DDTP0.jpg,"Michael J. Fox, Christopher Lloyd, Crispin Glover"
205,Patton (1970),11202.0,Patton,"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with Patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit",1970-01-25,7.469,1223,https://image.tmdb.org/t/p/w500/rLM7jIEPTjj4CF7F1IrzzNjLUCu.jpg,"George C. Scott, Karl Malden, Stephen Young"
206,Akira (1988),149.0,Akira,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath that only two teenagers and a group of psychics can stop.,1988-06-10,7.9,4815,https://image.tmdb.org/t/p/w500/neZ0ykEsPqxamsX6o5QNUFILQrz.jpg,"Mitsuo Iwata, Nozomu Sasaki, Mami Koyama"
207,Cyrano de Bergerac (1990),11673.0,Cyrano de Bergerac,"Famed swordsman and poet Cyrano de Bergerac is in love with his cousin Roxane. He has never expressed his love for her as he his large nose undermines his self-confidence. Then he finds a way to express his love to her, indirectly.",1990-03-28,7.319,828,https://image.tmdb.org/t/p/w500/80XJ5UkGuYTKDuALeG03BLk1OT1.jpg,"Gérard Depardieu, Anne Brochet, Vincent Perez"
